,0,1,2
5064,b2724346-37f5-3577-b5aa-45d0b52c43f1.yml,Zertyoz,
5065,b27da10b-75ef-32ec-8451-09d43253e262.yml,sampa17,"{'home': {'world': 'world', 'x': -3570.883399756223, 'y': 70.0, 'z': -4005.682793380714, 'yaw': -104.24982452392578, 'pitch': 31.350004196166992, 'world-name': ''}}"
5066,b28913f1-b56e-3ce5-99cf-075262a948fc.yml,Raaaid,
5067,b295184f-e55d-34dd-8131-80a968dc1905.yml,xMyokoo,
5068,b29baae4-f77d-3a4a-9fc4-a13d203b8d5c.yml,Mathlaventurier,
5069,b29cb223-cdd2-32ec-9906-536649a51086.yml,JustineDem,
5070,b29ce9fc-449a-32db-8b27-c9b7ad698e9c.yml,saumonchauve,
5071,b2ab3d69-4535-37fa-841b-39cd176b45b5.yml,Bouh,"{'h': {'world': '0d3982ce-45a9-4163-9f51-c5997ae4b00a', 'x': -1213.781843119845, 'y': 122.0, 'z': -5527.940803614095, 'yaw': -22.70659637451172, 'pitch': 0.5934549570083618, 'world-name': 'world'}, 'b': {'world': '0d3982ce-45a9-4163-9f51-c5997ae4b00a', 'x': -1258.080141256557, 'y': 63.0, 'z': -5597.580508973318, 'yaw': -276.21844482421875, 'pitch': 24.502975463867188, 'world-name': 'world'}, 'h2': {'world': '0d3982ce-45a9-4163-9f51-c5997ae4b00a', 'x': 7837.300000011921, 'y': 80.0, 'z': 284.30000001192093, 'yaw': -23.966567993164062, 'pitch': 29.882953643798828, 'world-name': 'world'}, 's': {'world': '0d3982ce-45a9-4163-9f51-c5997ae4b00a', 'x': -1096.3093174846922, 'y': 63.0, 'z': -5487.460164782073, 'yaw': -92.43492126464844, 'pitch': 6.800750732421875, 'world-name': 'world'}, 'concours_laby': {'world': '886c7d43-b736-498b-8648-cad06b6b21d1', 'x': -4875.282286839887, 'y': 4.0, 'z': -4767.024703093847, 'yaw': -1.9475852251052856, 'pitch': 2.4791793823242188, 'world-name': 'Event'}, 'castle': {'world': '0d3982ce-45a9-4163-9f51-c5997ae4b00a', 'x': -1321.1834126084009, 'y': 79.0, 'z': -5358.286325780471, 'yaw': 178.4510955810547, 'pitch': 11.674688339233398, 'world-name': 'world'}, 'concours_bateaux': {'world': '886c7d43-b736-498b-8648-cad06b6b21d1', 'x': -7588.5, 'y': 14.0, 'z': -7574.5, 'yaw': 116.29867553710938, 'pitch': 20.05670166015625, 'world-name': 'Event'}, 'lekanto': {'world': '0d3982ce-45a9-4163-9f51-c5997ae4b00a', 'x': 7855.692756237338, 'y': 63.0, 'z': 7864.221111886784, 'yaw': 124.752685546875, 'pitch': 5.312534332275391, 'world-name': 'world'}, 'messa': {'world': 'e929909b-d39e-492b-9ab3-07c468f510b6', 'x': 399.3827508219144, 'y': 64.0, 'z': -1745.2440483353637, 'yaw': -219.6791534423828, 'pitch': 44.26238250732422, 'world-name': 'Ressource'}, 'sucre': {'world': '0d3982ce-45a9-4163-9f51-c5997ae4b00a', 'x': -1044.9582515927912, 'y': 66.0, 'z': -5390.699861593952, 'yaw': -111.15097045898438, 'pitch': 15.421859741210938, 'world-name': 'world'}, 'r': {'world': 'e929909b-d39e-492b-9ab3-07c468f510b6', 'world-name': 'Ressource', 'x': -3210.6795710753877, 'y': -25.0, 'z': -1826.300000011921, 'yaw': 160.30450439453125, 'pitch': 21.400299072265625}, 'e': {'world': '0d3982ce-45a9-4163-9f51-c5997ae4b00a', 'world-name': 'world', 'x': -1239.0055518726163, 'y': 148.0, 'z': -5512.944065571562, 'yaw': -20.92532730102539, 'pitch': 17.74341583251953}, 'a': {'world': '15269e4b-e554-4ca6-a1f2-2672670f37ad', 'world-name': 'Althium', 'x': 2201.1982616755836, 'y': 67.0, 'z': 1643.3559289340105, 'yaw': -110.82659912109375, 'pitch': 40.5545654296875}, 'aa': {'world': '15269e4b-e554-4ca6-a1f2-2672670f37ad', 'world-name': 'Althium', 'x': 2252.2052218507283, 'y': 38.0, 'z': 1725.4767486884114, 'yaw': 89.329833984375, 'pitch': 10.041339874267578}, 'm': {'world': '0d3982ce-45a9-4163-9f51-c5997ae4b00a', 'world-name': 'world', 'x': -1172.9654418394584, 'y': 20.0, 'z': -5481.515318614127, 'yaw': -89.36962890625, 'pitch': 16.277956008911133}, 'rr': {'world': 'e929909b-d39e-492b-9ab3-07c468f510b6', 'world-name': 'Ressource', 'x': 171.69999998807907, 'y': -40.0, 'z': -3022.300000011921, 'yaw': 147.5977783203125, 'pitch': 25.63217544555664}, 'rrr': {'world': 'e929909b-d39e-492b-9ab3-07c468f510b6', 'world-name': 'Ressource', 'x': -1457.4340589466697, 'y': -17.0, 'z': 4190.575030142697, 'yaw': -50.483734130859375, 'pitch': 22.058420181274414}, 'sp': {'world': '199fa0fd-d85c-4ac2-b213-91f380b2bca7', 'world-name': 'RessourceNether', 'x': -543.4037986247564, 'y': 70.0, 'z': 2282.3063229905965, 'yaw': -127.8717041015625, 'pitch': 18.47273063659668}, 'f': {'world': '0d3982ce-45a9-4163-9f51-c5997ae4b00a', 'world-name': 'world', 'x': -1214.571913068932, 'y': 76.0, 'z': -5422.409398940223, 'yaw': -98.75656127929688, 'pitch': 11.393446922302246}}"
5072,b2add10c-0e59-38c4-be36-418504e4cba9.yml,CrItIc4l_v3nIn,
5073,b2af0cb6-c7f3-3ac3-9ec5-1d67bf87566e.yml,noaenpoudre,
5074,b2b8df88-0b0a-37f7-bdeb-4f487c690ae2.yml,Ntroxide,
5075,b2c921c3-382f-3d70-996d-6e3bba2de85a.yml,ptdr363,
5076,b2e68d7f-ea0a-31bf-8ea0-fe852722fd27.yml,Nekosane49,
5077,b2eadc56-17a7-3289-b4cf-96e8d4173c71.yml,Maggy,
5078,b2feb001-1569-3d73-a507-6953f290a432.yml,princesse_lea,
5079,b31a6aea-1a39-3496-b17d-dcd1bc62da6e.yml,oceanabela,"{'home': {'world': 'world', 'x': 3535.23552292328, 'y': 63.0, 'z': -1446.7392070576218, 'yaw': 149.190185546875, 'pitch': 34.50008010864258, 'world-name': ''}}"
5080,b31e1358-1b00-3d5f-8cd3-fa64a0892e68.yml,RagienLune,
5081,b320d711-cad0-352f-9486-ed59b81b8598.yml,louloute38,
5082,b32164e4-8f68-372e-95cc-ef9b4de91d13.yml,StarSaphir,
5083,b32cd370-d34d-3c6e-91ba-f553770b2806.yml,Pinaple_,
5084,b3331489-105a-3f17-82b3-6848cc689ca5.yml,goyavasYTB,"{'home': {'world': 'world', 'x': 5854.586494985257, 'y': 64.0, 'z': -6849.506414937763, 'yaw': -235.95010375976562, 'pitch': 28.349992752075195, 'world-name': ''}}"
5085,b33c588a-3ec3-38b0-bb1d-82c6e6efdbc7.yml,slimgrrrrrr,"{'dd': {'world': 'world', 'x': -4541.626514573276, 'y': 64.0, 'z': -1918.4990574311696, 'yaw': 29.85171890258789, 'pitch': 23.066225051879883, 'world-name': ''}, 'll': {'world': 'Ressource', 'x': 1359.6088477860146, 'y': 12.0, 'z': -1715.6841452229983, 'yaw': -274.79730224609375, 'pitch': 71.09994506835938, 'world-name': ''}}"
5086,b345f0eb-4a1a-332c-b14c-3c319539def9.yml,_DarkWhite,
5087,b358002c-aa06-31b5-a8e2-0ec68bdf5481.yml,DouzaTheKing,
5088,b360d663-cdf6-3233-9500-420d393ffab5.yml,Voyou,
5089,b366453f-a4af-3963-840c-61b7e7751ca6.yml,enzo,
5090,b38b9801-92fb-37b5-965a-dc03b2c48dfb.yml,BILAL123s,
5091,b3917bfd-3434-317c-ac23-615ed4efd8a1.yml,Bullobily,
5092,b3a10c55-409e-3a1f-8365-dbe146a0141a.yml,Mahmoud91,"{'home': {'world': 'world', 'x': 6487.390799437366, 'y': 63.0, 'z': 3520.060200733897, 'yaw': -344.1016845703125, 'pitch': 17.249914169311523, 'world-name': ''}}"
5093,b3b05331-9520-364b-8a31-a943b020e6c1.yml,NEOGamer_42,
5094,b3b98e0d-dd4b-39fc-a11e-4f6ec47c4b2e.yml,Funny91lol,
5095,b3bf8fa0-86ea-3863-929d-c7fcd6dbe6bb.yml,sniperbob98,
5096,b3d08560-9d60-30e7-93fd-225f07f15465.yml,Yoan,
5097,b3d1106c-4bfa-3b77-afdc-f3a6a53def7b.yml,spsfoot2,
5098,b3d14d24-6cc3-3a7f-873c-92e33a29651d.yml,erwan06,
5099,b3d849e6-0c15-3514-a110-ba26c625c71d.yml,Joker43,
5100,b3eb8601-26bc-3db8-85d1-2974bb358fbe.yml,Kiruto_Yt,
5101,b3f7200b-1e8b-3f7c-91f9-921ca85070ce.yml,enima1306,
5102,b401cf26-b701-3cba-bada-f0409c7b1e47.yml,remylol93,
5103,b4196ff8-6a76-3a76-b115-17818aa48490.yml,Atsuho_o,
5104,b41b2aca-1a1b-3107-b723-d37dce73c2d2.yml,SuperLink15,
5105,b41e354a-e8ea-37dd-8255-5f87b2ec565e.yml,missouri,
5106,b4205a97-9dbc-3452-8384-f86d53b4dfc8.yml,Dik_ApRio_,"{'b': {'world': '15269e4b-e554-4ca6-a1f2-2672670f37ad', 'world-name': 'Althium', 'x': 1594.9153708324247, 'y': 62.0, 'z': -2905.643243161653, 'yaw': -139.558837890625, 'pitch': 34.477176666259766}, 'n': {'world': 'b1e6a535-27ef-4e9c-b795-d4cde21352d5', 'world-name': 'RessourceNether', 'x': -547.3029969134387, 'y': 12.0, 'z': 1232.59170563902, 'yaw': 175.29913330078125, 'pitch': 26.747955322265625}, 'e': {'world': 'fd786b72-304b-4739-97b2-ea5601a0f01a', 'world-name': 'HestiaEnd', 'x': 326.7742570198672, 'y': 45.0, 'z': 1.3231069940518954, 'yaw': 8.2364501953125, 'pitch': 6.533599376678467}, 'p': {'world': 'c69d7224-05f0-46c7-88a5-c9c88dc483cb', 'world-name': 'Ressource', 'x': 2582.870181794625, 'y': 88.0, 'z': -1217.300000011921, 'yaw': -16.089624404907227, 'pitch': 71.22920989990234}, 'j': {'world': '15269e4b-e554-4ca6-a1f2-2672670f37ad', 'world-name': 'Althium', 'x': -1033.6537662687133, 'y': 65.0, 'z': -2808.0958419260937, 'yaw': -134.51084899902344, 'pitch': 41.10189437866211}, 'j2': {'world': 'c69d7224-05f0-46c7-88a5-c9c88dc483cb', 'world-name': 'Ressource', 'x': -2249.618824172943, 'y': 88.0, 'z': -2468.692389967082, 'yaw': -176.73753356933594, 'pitch': 34.6347541809082}}"
5107,b421d399-f94d-3316-b2fb-9c895aa58100.yml,frifri,
5108,b4308060-cb47-3550-b132-9acf31eaba2c.yml,Sunareo,
5109,b440cd62-4519-3eed-97ce-b38d35c64b46.yml,melinux,
5110,b44e7c3f-31ac-3912-9f23-b6ed52fd6b83.yml,dwes,"{'p': {'world': 'world', 'x': -107.69999998807907, 'y': 71.0, 'z': 31.30000001192093, 'yaw': 2.682596445083618, 'pitch': 89.24999237060547, 'world-name': ''}}"
5111,b450c385-b2b0-32c5-9c9f-390089ae9893.yml,FerofuretYT,
5112,b457d66c-b77c-33e2-9a0e-2d0cce6efcda.yml,suparanoyack,
5113,b464df25-fb51-3137-a97c-47f5a9a8b00d.yml,NiGhTNaT19,"{'principal': {'world': 'world', 'x': -399.72728442092546, 'y': 72.0, 'z': -2066.4437546121353, 'yaw': -357.2340087890625, 'pitch': 29.10001564025879, 'world-name': ''}, 'artigan': {'world': 'world', 'x': -359.2915508887846, 'y': 139.0, 'z': -1821.8054336288335, 'yaw': -86.77457427978516, 'pitch': 29.773073196411133, 'world-name': ''}, 'voisin': {'world': 'world', 'x': -460.9171889774012, 'y': 72.0, 'z': -2141.902454210052, 'yaw': -199.8822021484375, 'pitch': 31.04998779296875, 'world-name': ''}}"
5114,b46b231b-c7e9-3663-ac78-1b2b0067c17a.yml,mldeg,
5115,b46b3ef9-376a-37ee-9446-5ec465637642.yml,Futi,"{'maison': {'world': 'world', 'x': -873.8321535131743, 'y': 97.0, 'z': -6668.700467747199, 'yaw': 117.42681884765625, 'pitch': 0.9119551777839661, 'world-name': ''}, 'shop': {'world': 'world', 'x': -4897.278946023172, 'y': 69.0, 'z': -289.40161883733623, 'yaw': -311.1927490234375, 'pitch': 57.45600891113281, 'world-name': ''}, 'mine': {'world': 'Ressource', 'x': 214.61949594853002, 'y': 7.0, 'z': 694.6731015357034, 'yaw': -0.6204833984375, 'pitch': 18.729656219482422, 'world-name': ''}}"
5116,b482ad27-e292-34a4-9b2c-c2d5ce8b1fdf.yml,Cristal82,
5117,b484a619-e0a8-3814-8225-6c9b0f100abe.yml,arthur,"{'home': {'world': 'world', 'x': 772.7220660952695, 'y': 76.0, 'z': 6558.150378254818, 'yaw': -272.3890686035156, 'pitch': 18.255386352539062, 'world-name': ''}}"
5118,b489d3ac-7c13-3ec5-ac09-0055e511c480.yml,MaTt_57,
5119,b48a2dab-5c1e-3a7d-a864-36b56531d73d.yml,MissPanda55,
5120,b48d3c69-22ab-31b6-b614-cf3706e48a1e.yml,Turmox,
5121,b49782a8-4466-3996-9d85-25779667ff5f.yml,Digido,
5122,b49caeeb-8391-3cc8-8a1f-ec386b82310e.yml,Zevll,
5123,b49f414a-b242-3b62-8e1a-ed1029fed8ce.yml,,
5124,b4c64e81-a9fe-336d-9d48-d16f140342de.yml,Ludion,
5125,b4c732d1-0f9d-3b0b-948e-8e0a0f3d1971.yml,guizmo895790,"{'base1': {'world': '6b791b62-b860-492a-aa67-db025bcd5247', 'world-name': 'world2', 'x': -131.78383551717948, 'y': 64.0, 'z': 441.4131921356804, 'yaw': -155.54856872558594, 'pitch': 28.350160598754883}}"
5126,b4d35b3d-39b8-3944-9937-da0909cbc2b1.yml,CrackedTest241,
5127,b4dfdf6c-e9f7-38b8-8f7d-b72fec36ad87.yml,Simtax,
5128,b4ffcd79-e08d-3346-b4f7-51288db46eae.yml,The_Dark,"{'home': {'world': 'world', 'x': -4000.7787959875327, 'y': 66.0, 'z': -2353.9515644621115, 'yaw': 74.09998321533203, 'pitch': 30.600008010864258, 'world-name': ''}, 'maison': {'world': 'world', 'x': -2634.2834371773765, 'y': 64.0, 'z': -267.10937331824266, 'yaw': 138.748291015625, 'pitch': 46.949806213378906, 'world-name': ''}, 'ressource': {'world': 'Ressource', 'x': 1591.5721098576926, 'y': 91.0, 'z': -1776.462308401208, 'yaw': 349.34991455078125, 'pitch': -88.1999740600586, 'world-name': ''}}"
5129,b506f1e3-ac69-3fec-8100-b6ba1b8489f4.yml,Renard_roux_,
5130,b50ad385-829d-3141-a216-7e7d7539ba7f.yml,Notch,
5131,b5169828-f023-3b7f-8394-a8abd9ea8d79.yml,Push_v2,"{'b': {'world': '6b791b62-b860-492a-aa67-db025bcd5247', 'world-name': 'world2', 'x': 2458.4651705916754, 'y': 19.0, 'z': -2157.5095211904572, 'yaw': 133.3251953125, 'pitch': 12.837138175964355}}"
5132,b51a2919-578b-32f5-abb8-0af2b2b0f406.yml,Voryx2000,
5133,b5302781-8cf5-379b-9c0b-73f558e50cee.yml,jarvis09,
5134,b53d4ec6-8cbb-3297-b9fa-8433680fc94a.yml,Episthaxis,
5135,b53ebdcb-e6bb-3061-8dba-98c75fd2d4b2.yml,dhbhtnhs51516,
5136,b542a85c-445f-326c-b74b-48a4f8400366.yml,Soon,"{'home': {'world': 'world', 'x': -740.6999999880791, 'y': 77.0, 'z': 74.69999998807904, 'yaw': 249.79638671875, 'pitch': 47.850257873535156, 'world-name': ''}}"
5137,b543f0b7-339d-3444-8f25-e7d1adb84d19.yml,Satoshi93,
5138,b550e89d-9b70-3281-b49d-8b18a40ce451.yml,Sulvyfex,
5139,b551e3da-2e0a-33c7-879d-de56b6edb06d.yml,MissCandy22,
5140,b553bfc7-32a4-3ce6-9589-7c0be676fd5c.yml,WarAlpha,
5141,b55add5c-1c2f-3090-8833-4bd9a668276b.yml,z0la,
5142,b5762e07-2e83-3682-8a0f-d89bdb24eff2.yml,BoRaScA,
5143,b5935329-36e5-3c18-b541-e03e1a3c0f6a.yml,gogoFree,
5144,b59c6ad7-84fe-32ab-a269-8d0e241c70a4.yml,SirJulesDezart,"{'home': {'world': 'world', 'x': 5357.212790259729, 'y': 63.0, 'z': -1243.6194857070561, 'yaw': -60.9185791015625, 'pitch': 25.73370361328125, 'world-name': ''}, 'gost': {'world': 'world', 'x': 5421.475263349946, 'y': 89.0, 'z': -1197.7725392815853, 'yaw': 184.5010528564453, 'pitch': 36.82827377319336, 'world-name': ''}}"
5145,b5a476ed-8703-3ce9-81f0-5959672e5b29.yml,dbl_chou,
5146,b5b349e9-f4d3-3f50-89f4-29ee02dd1c01.yml,mattetroll,
5147,b5b5c0ce-1bcc-344b-a27e-f646717dae75.yml,Danouk10,"{'home': {'world': 'world', 'x': -4501.699999988079, 'y': 53.0, 'z': -6637.442321697494, 'yaw': -91.02458190917969, 'pitch': -2.2500250339508057, 'world-name': ''}, 'mesa': {'world': 'world', 'x': -264.5928262893163, 'y': 72.0, 'z': 317.00348309579016, 'yaw': -174.991943359375, 'pitch': 20.58721160888672, 'world-name': ''}, 'bois': {'world': 'Ressource', 'x': -2138.699999988079, 'y': 80.0, 'z': 2042.304000519314, 'yaw': 218.24658203125, 'pitch': 39.59999084472656, 'world-name': ''}}"
5148,b5b9a550-df25-36f8-a604-ad63799f311f.yml,kilimoki,
5149,b5c49017-01d6-30de-bcb7-0ef73f30081a.yml,kyky9,
5150,b5c8f39e-f487-3e57-9aa0-1dabc0445f26.yml,M2aAsK,
5151,b5d0ce8b-e59e-3c66-b546-8b1e0f37c595.yml,Dipso,"{'home': {'world': 'world', 'x': -4158.500842400477, 'y': 64.0, 'z': -3811.3666825493237, 'yaw': 193.5409698486328, 'pitch': 11.812915802001953, 'world-name': ''}}"
5152,b5d1cf2d-b411-3eda-95d3-325982d03380.yml,Kahlyia,"{'dessert': {'world': 'd2e59b71-a6cc-46c3-9366-582a12c8b4fb', 'world-name': 'Ressource', 'x': -1370.1371677865106, 'y': 65.9375, 'z': -441.81324827542295, 'yaw': 201.44635009765625, 'pitch': 28.049936294555664}}"
5153,b5d91e58-72d5-3e91-9f60-a11b5b434b92.yml,Mortghan,"{'moi': {'world': '0d3982ce-45a9-4163-9f51-c5997ae4b00a', 'x': -2758.663593305763, 'y': 82.0, 'z': -3617.699999988079, 'yaw': -348.9557189941406, 'pitch': 41.71723937988281, 'world-name': 'world'}, 'didi': {'world': '0d3982ce-45a9-4163-9f51-c5997ae4b00a', 'x': -4979.214676729792, 'y': 71.0, 'z': -404.68504052110535, 'yaw': 49.34440994262695, 'pitch': 46.9496955871582, 'world-name': 'world'}}"
5154,b5d9df8c-4952-3ec5-aec4-322b7565bb98.yml,Dorian22460,"{'maison': {'world': 'world', 'x': 3107.5089084331994, 'y': 73.0, 'z': 576.9537999996485, 'yaw': -268.27520751953125, 'pitch': -3.164766788482666, 'world-name': ''}, 'sable': {'world': 'Ressource', 'x': 1035.346352267792, 'y': 68.0, 'z': 2346.493993562327, 'yaw': -81.06633758544922, 'pitch': 21.349933624267578, 'world-name': ''}}"
5155,b5da7533-5e72-3dbd-8edf-a8724c59222a.yml,ardzi,
5156,b5e3b6a3-6c8e-3262-9962-4f85f44d99a4.yml,R2CO,
5157,b5e73803-d164-33ff-b468-c7c822f6180e.yml,Typtooe,
5158,b5f2a671-625f-3310-bbce-ce143b29d8b8.yml,Ezimmi,"{'h': {'world': 'world', 'x': -415.4945052251034, 'y': 66.0, 'z': 1196.436024345239, 'yaw': 92.11349487304688, 'pitch': -4.200013160705566, 'world-name': ''}, 'fly': {'world': 'world', 'x': -111.42891012390402, 'y': 252.0, 'z': 1488.9674432866675, 'yaw': -196.22372436523438, 'pitch': 90.0, 'world-name': ''}, 'bp2': {'world': 'world', 'x': -456.53687966902027, 'y': 116.0, 'z': 1120.170706031269, 'yaw': 207.19662475585938, 'pitch': 59.03551483154297, 'world-name': ''}}"
5159,b6045ff8-6ba8-3e9c-ae81-0c0943ed6b7e.yml,acierytb,
5160,b6075ffd-a91d-31ea-979f-e498eed86e1f.yml,mister_la_g,
5161,b6082b94-7b86-335c-aa09-5210a98c66d0.yml,lolman,"{'home': {'world': 'world', 'x': -110.82060384374178, 'y': 77.0, 'z': -789.9237978062359, 'yaw': -268.60986328125, 'pitch': 23.399839401245117, 'world-name': ''}}"
5162,b613d2af-4422-3560-b71a-53a61406541f.yml,DekkaDeaths,"{'rgh': {'world': 'world', 'x': 146.5, 'y': 86.0, 'z': 1287.5, 'yaw': 45.110286712646484, 'pitch': 38.48173141479492, 'world-name': ''}}"
5163,b63c63e8-0d63-34bc-b7cb-7019848c963f.yml,DzoxYde24,"{'maison': {'world': 'world', 'x': 5408.890979375385, 'y': 72.0, 'z': 6068.457699193702, 'yaw': 97.049560546875, 'pitch': 22.499923706054688, 'world-name': ''}, 'villa': {'world': 'world', 'x': 5398.108907639887, 'y': 71.0, 'z': 6092.57137023234, 'yaw': -242.74087524414062, 'pitch': 17.399700164794922, 'world-name': ''}}"
5164,b63cdf13-f0db-3d38-be00-82343780c804.yml,Slyer_08,
5165,b6419612-281b-3c0c-bc34-69a7dfd613f7.yml,valocraft,"{'b': {'world': 'world', 'x': -291.63009164366775, 'y': 127.0, 'z': -3895.4531618546007, 'yaw': -272.57073974609375, 'pitch': 11.550040245056152, 'world-name': ''}}"
5166,b6427383-ec0b-3e53-a58f-7eaf05586717.yml,xshwart31,"{'home': {'world': 'Ressource', 'x': 180.6958306625427, 'y': 50.0, 'z': 957.74254133542, 'yaw': 351.4486083984375, 'pitch': -28.94927406311035, 'world-name': ''}}"
5167,b6465d52-5db7-367c-8b59-92147c5e69af.yml,Nicolas13228,
5168,b646c581-a11f-3d77-b802-6c2d7bb76bd7.yml,CrackedTest363,
5169,b64b0c2a-d00e-3840-a99c-095af8e48665.yml,amZAr09,"{'mesa': {'world': 'Ressource', 'x': -1083.4210861531817, 'y': 70.0, 'z': -1571.0631824237732, 'yaw': -114.47586822509766, 'pitch': 11.135930061340332, 'world-name': ''}, 'new': {'world': 'world', 'x': -3819.4209244496346, 'y': 98.0, 'z': -2822.8466014148594, 'yaw': -356.11517333984375, 'pitch': 62.10730743408203, 'world-name': ''}, 'relou': {'world': 'world', 'x': -3698.3135729929577, 'y': 118.0, 'z': -2814.175008263949, 'yaw': -258.1607666015625, 'pitch': 21.602855682373047, 'world-name': ''}}"
5170,b64e8b9e-c374-3869-b836-13c5ebe593d8.yml,SmakoZ,
5171,b6578b6a-ae25-391b-95c1-ab36caf37c5d.yml,Medditor,"{'a': {'world': '0d3982ce-45a9-4163-9f51-c5997ae4b00a', 'x': 300.5675217491378, 'y': 77.0, 'z': -319.38010203072827, 'yaw': -156.32960510253906, 'pitch': 13.295858383178711, 'world-name': 'world'}, 'b': {'world': '0d3982ce-45a9-4163-9f51-c5997ae4b00a', 'x': 282.69999998807907, 'y': 72.0, 'z': -352.30000001192093, 'yaw': -289.34259033203125, 'pitch': 33.28919982910156, 'world-name': 'world'}, 'c': {'world': '0d3982ce-45a9-4163-9f51-c5997ae4b00a', 'x': 325.69999998807907, 'y': 53.0, 'z': -345.69999998807907, 'yaw': -287.42828369140625, 'pitch': 35.64583969116211, 'world-name': 'world'}}"
5172,b6819677-2ba0-36e1-b879-7153923470ea.yml,Tsukasa,
5173,b682989c-364c-3fb4-b42f-d2990a79786b.yml,pouloulou,
5174,b6855247-9dd3-3899-84a1-08467cd7093d.yml,CrackedTest524,
5175,b6866862-8061-3263-99ec-1ebffb1e3561.yml,Mr_DraGoNixS,
5176,b6881fd5-81d5-39e3-88ad-1332c54905e3.yml,Hoshisann,"{'sable': {'world': 'ressource', 'x': 3545.5057592189123, 'y': 64.0, 'z': 4567.769561652011, 'yaw': -112.64997863769531, 'pitch': 13.350066184997559, 'world-name': ''}, 'maison': {'world': 'world', 'x': 3671.300000011921, 'y': 105.0, 'z': -733.1789171469023, 'yaw': 335.541748046875, 'pitch': 22.65010643005371, 'world-name': ''}, 'magasin': {'world': 'world', 'x': -4901.444084423877, 'y': 69.0, 'z': -260.33041457992454, 'yaw': 180.16598510742188, 'pitch': 0.08805904537439346, 'world-name': ''}}"
5177,b68eb142-1109-334e-a11c-12df1342b48e.yml,ALY_Dragone,
5178,b692c454-6adb-3c3a-8eeb-4bfa95da8159.yml,moussa123,
5179,b6954f6a-a2c2-398b-ad71-53f2dca895f4.yml,Bendik98,
5180,b696d763-65ee-377b-97c8-386f404be79c.yml,Artigan,"{'f': {'world': '0d3982ce-45a9-4163-9f51-c5997ae4b00a', 'x': -362.6111165094326, 'y': 139.0, 'z': -1820.2491732677852, 'yaw': 90.41609191894531, 'pitch': 35.01411056518555, 'world-name': 'world'}, 'st': {'world': '0d3982ce-45a9-4163-9f51-c5997ae4b00a', 'x': -4235.487500011921, 'y': 63.0, 'z': -3706.985008459425, 'yaw': -272.8644104003906, 'pitch': 21.21823501586914, 'world-name': 'world'}, 'bonsim': {'world': '0d3982ce-45a9-4163-9f51-c5997ae4b00a', 'world-name': 'world', 'x': -3606.0321985151936, 'y': 184.0, 'z': 3406.396037385841, 'yaw': 182.09226989746094, 'pitch': 23.899635314941406}}"
5181,b697c89d-56ef-3aa3-9c11-3410d41e1851.yml,TO_Oxic_,"{'home': {'world': 'world', 'x': -147.30693871687885, 'y': 47.0, 'z': 460.874209667819, 'yaw': 210.057861328125, 'pitch': 23.19306182861328, 'world-name': ''}, 'mineur': {'world': 'world', 'x': -3447.173959613488, 'y': 79.0, 'z': -1469.3145757854134, 'yaw': -169.13525390625, 'pitch': 30.3521671295166, 'world-name': ''}}"
5182,b6986bd7-abf1-3378-8155-53a1f249297a.yml,_BoBLeKikoo_,
5183,b69bf773-dfc1-3e78-840b-3f7484977069.yml,gosthuer,
5184,b69dda42-c3a0-39e1-a6b4-1d61113959fa.yml,zqty,
5185,b69de8b9-f992-3591-805e-8bc839e293b7.yml,bolosse1,"{'base': {'world': 'world', 'x': 428.86258349545597, 'y': 63.0, 'z': -2495.2957125959188, 'yaw': -305.559814453125, 'pitch': 63.15000534057617, 'world-name': ''}}"
5186,b6a65c44-bd71-3609-b0a9-91651d013219.yml,puikpuik88,
5187,b6b246c8-87d2-3181-9278-033d3567bdbc.yml,kikito,
5188,b6b4b2db-2ff5-3fa0-99c8-43e39c2726e6.yml,Alexum,
5189,b6bdf335-f50c-3d11-bbb8-311c860973f7.yml,Venomoustacho,
5190,b6cd9a9b-824b-3215-86f6-c8cdc4c8de3a.yml,Cancan1885,"{'joris': {'world': 'world', 'x': 5467.605310432486, 'y': 64.5, 'z': -1129.4731612467028, 'yaw': 117.76534271240234, 'pitch': 10.500021934509277, 'world-name': ''}, 'baudry': {'world': 'world', 'x': 5375.756426259403, 'y': 64.0, 'z': -1240.0761681925464, 'yaw': -299.68487548828125, 'pitch': 18.30002212524414, 'world-name': ''}, 'candice': {'world': 'world', 'x': 5418.259210295311, 'y': 63.0, 'z': -1153.9174233023361, 'yaw': 247.95645141601562, 'pitch': 18.899961471557617, 'world-name': ''}}"
5191,b6d30ebc-731b-3a9b-b085-3536f3ecb791.yml,yadi_lf,
5192,b6d90489-a09a-345f-8dc8-5d2c34eb3c59.yml,Arthurlepro,
5193,b6dca225-b4f9-394c-9cca-00445c21a7e2.yml,Gamer85,
5194,b6ddaad5-ba47-3b3b-b9bd-e31b8f86137f.yml,agathemllr,
5195,b6e0c791-15d7-3272-8887-e910cca965f7.yml,BuBBle,
5196,b6e5648c-8c2d-336a-9d16-d7fb8b3ca2a9.yml,Bibiche40,
5197,b6ee2bfb-c790-33b1-bcd9-7ffaa978085e.yml,JustYumi,"{'home': {'world': '0d3982ce-45a9-4163-9f51-c5997ae4b00a', 'world-name': 'world', 'x': 2453.4214009429747, 'y': 63.0, 'z': -2337.0226544359352, 'yaw': 143.68280029296875, 'pitch': 10.500248908996582}}"
